Material|Descripción|Unidades por caja|Peso (g)|Volumen (cm3)|Coste medio|Coste última reposición
50121845|PLANT COND REVIT POS QUIMICA|0|331|554|13|13
50121846|PLANT RF COND REVIT POS QUIMICA|0|307|1075|9|9
50121847|PLANT COND MASCARA REVIT POS QUIMICA|45|304|600|40|40
50121848|PLANT RF REVI POS QUIMI COND MASCAR|36|257|750|6|6
50121849|PLANT COND RPQ CREME DIA NOITE|0|184|318|40|40
50121850|PLANT FLUIDO RPQ REVITALIZA PONTA|288|47|102|40|40
50121851|PLANT SH HID REPARADORA|45|336|600|13|13
50121852|PLANT RF SH HID REPARADORA|36|319|1188|6|6
50121853|PLANT CONDICIONADOR HID REPARADORA|0|344|560|5|5
50121855|PLANT RF COND HID REPARADORA|38|315|1100|7|7
50121860|PLANT COND HID REP MASCARA INTENSIVA|0|305|567|13|13
50121861|PLANT RF COND HID REP MASCAR ENS|0|262|660|9|9
50121862|PLANT HID REP COND CREME PENTEAR|0|229|403|7|7
50121863|PLANT HID REP COND CREME NOTURNO|0|179|336|7|7
50121865|PLANT SH BRILHO MACIEZ|0|355|532|12|12
50121866|PLANT RF SH BRILHO MACIEZ|0|298|1056|40|40
50121867|PLANT COND BRILHO MACIEZ|0|336|600|13|13
50121868|PLANT RF COND BRILHO MACIEZ|36|305|660|8|8
50121869|PLANT COND LEITE PENT BRILHO MACIEZ|0|184|336|40|40
50121880|PLANT SH PROT REALCE COR|0|332|554|13|13
50121881|PLANT RF SH PROT REALCE COR|0|305|946|40|40
50121882|PLANT SH PROT REALC COR CABE LOIROS|0|342|560|12|12
50121883|PLANT RF SH PROT REALC COR CAB LOIR|0|0|0|13|13
50121884|PLANT COND PROT REALCE COR|0|325|555|11|11
50121885|PLANT RF COND PROT REALCE COR|36|312|650|8|8
50121886|PLANT COND MASCARA PROT REALCE COR|0|305|630|40|40
50121887|PLANT RF COND MASCAR PROT REALC COR|0|260|1320|13|13
50121888|PLANT COND CREM PENT PROT REALC COR|50|229|420|40|40
50121895|EKOS AMOS HID POLP MAOS CAST 1X8 FR|0|8|26|0|0
50121935|FACES DESOD COLONIA BELA 65ML|84|222|235|14|14
50121962|EKOS NECTAR HID DES MARAC ROX 100ML TERC|48|126|325|7|7
50121980|FACES SOMBRA TRIO FLORES MLF LATAM|144|22|72|47|47
50121981|FACES SOMBRA TRIO PEDRAS MLF LATAM|144|22|72|1187|1187
50121982|FACES SOMBRA TRIO TERRA MLF LATAM|144|21|72|26|26
50121983|FACES SOMBRA TRIO FOLHAS MLF|144|21|58|5|5
50121984|FACES SOMBRA TRIO CEU MLF LATAM|0|21|72|20|20
50121985|FACES BLUSH COMPACTO ROSA MLF LATAM|144|23|72|22|22
50121986|FACES BLUSH COMPACTO ROSA CLARO LATAM|144|23|58|8|8
50121989|NATURE SAB MULTIPACK INFANTIL 4UN EXP|27|396|710|9|9
50122062|PLANT INSPIRA PERFUME CABELO ENVOLVENTE|0|148|280|40|40
50122066|NAT HOMEM SHAMP ANTI OLEOSID 300ML|0|334|487|40|40
50122067|NATURA HOMEM SHAMPOO 2 EM 1  300ML|0|343|428|9|9
50122068|NAT HOMEM SHAMPOO ANTICASPA 300ML|0|344|487|40|40
50122092|ERVA DOCE DESODORANTE ROLL ON 75ML|72|121|309|5|5
50122093|TODODIA SAB LIQ JASMIM 300ML|32|333|504|6|6
50122094|TODODIA CREME HID MAOS AMEIXA 50ML TERC|99|68|247|4|4
50122095|TODODIA SAB BARRAS AMEIXA 4X50G TERC|36|226|400|5|5
50122096|TODODIA DES HID CRP MACA FRAMB 200M|45|225|303|11|11
50122098|TODODIA SAB BARRA MACA FRAMB  2X90G TERC|60|188|360|4|4
50122111|NAT HOMEM CLASSICO COLONIA 100ML ARG MLF|0|273|541|25|25
50122112|NAT HOMEM NITRO DESOD COL 100ML JUST|27|279|541|24|24
50122170|TODODIA SAB LIQ PERO MACADAMIA 300M TERC|32|330|500|5|5
50122208|NATURA HOMEM DESOD COL BOMBONA ZENV KG|170|1000|1000|75|73
50122209|NAT HOMEM NITRO DESO COL BOMBONA ZENV KG|170|1000|1000|69|69
50122241|HUMOR 1 OLEO DESOD CORPORAL 150ML TERC|40|185|453|15|15
50122246|TDIA RF HID DES AMORA AMEN 400ML N|28|412|840|16|16
50122267|M&B-OLEO HIGIENE 100ML - 2012|0|0|0|0|0
50122271|NUEVA GUIA MMBB|0|47|89|4|4
50122272|Nueva Taza CPV|0|0|0|0|0
50122273|Tarjetas Día del Padre 2012|179|84|132|0|0
50122274|Carta Revista C07|2500|4|7|0|0
50122275|Afiche Seve|0|0|0|0|0
50122276|Afiche Tododia Limon|220|15|13|0|0
50122277|Carta Luciano C07|3000|5|8|0|0
50122278|Compuesto PxP 2012|0|0|0|0|0
50122280|KAIAK URBE DESOD SPRAY MASC 100ML|44|132|392|40|40
50122282|KAIAK FLUIR DESOD COL 100ML|0|299|570|71|71
50122284|CT AGUAS PETALA VANILA COL 150ML ARG MLF|0|1|1|0|0
50122285|CT AGUAS LAVANDA SENS COL 150ML ARG MLF|0|1|1|0|0
50122287|CT AGUAS CAMP VIOLETAS COL 150ML ARG MLF|0|1|1|0|0
50122288|CT AGUAS ROSA VERMELHA COL 150ML ARG MLF|0|1|1|0|0
50122289|CT AGUAS CEDRO ROSA COL 150ML ARG MLF|0|1|1|0|0
50122336|Bolsa|0|0|0|0|0
50122362|CT Biografia Masculino Campos Ao Sul (Express)|0|1|1|0|0
50122363|CT Biografia Femenino Campos Ao Sul (Express)|0|1|1|0|0
50122364|CT EKOS FRESC CASTANHA COL 150ML ARG MLF|0|1|1|1|1
50122365|CT EKOS FRESC MARACUJA COL 150ML ARG MLF|0|1|1|2|2
50122366|CT EKOS FRESCOR CACAU COL 150ML ARG MLF|0|1|1|1|1
50122367|CT EKOS FRESC PITANGA COL 150ML ARG MLF|0|1|1|2|2
50122368|CT EKOS PITANGA PRETA COL 150ML ARG MLF|0|1|1|1|1
50122369|CT ESSENCIAL FEM COL 100ML ARG MLF|0|1|1|1|1
50122370|CT ESSENCIAL EXC MASC COL 100ML ARG MLF|0|1|1|2|2
50122371|CT FACES INSPIRADORA COL 65ML ARG MLF|0|1|1|0|0
50122372|CT FACES CONECTADA COL 65ML ARG MLF|0|1|1|0|0
50122373|CT NAT HOMEM CLASSICO COL 100ML ARG MLF |0|1|1|2|2
50122374|CT NAT HOMEM NITRO COL 100ML ARG MLF|0|1|1|0|0
50122375|CT HUMOR 7 COL 75ML ARG MLF|0|1|1|0|0
50122377|CT KAIAK URBE COL 100ML ARG MLF|0|1|1|0|0
50122379|CT SINTONIA TOTAL COL 100ML ARG MLF|0|1|1|1|1
50122380|CT SR N CEDRO COL 100ML ARG MLF|0|1|1|1|1
50122381|CT SR N CLASSICO 100ML ARG MLF|0|1|1|1|1
50122395|ESSENCIAL FEMENINO|40|334|540|35|35
50122396|REVELAR DE NATURA-DESOD COLONIA|45|292|932|21|21
50122397|SR N CEDRO DESOD COL MASC 100ML|0|277|504|25|25
50122398|SR N CLASICO DESOD COL MASC 100ML|0|274|540|53|53
50122399|ESSENCIAL EXCLUSIVO MASCULINO|45|308|507|29|29
50122400|RENOVACIÓN SINTONÍA TOTAL|0|310|400|27|27
50122401|KAIAK URBE|0|296|540|29|29
50122402|AGUAS PÉTALAS DE VANILA 150ML|28|285|650|17|17
50122403|Aguas Lavanda Sensual 150ml|28|290|576|14|14
50122404|AGUA JABUTICABA 150ML|0|288|594|15|15
50122405|CAMPO DE VIOLETAS 150ML|0|290|576|14|14
50122406|AGUAS ROSAS VERMELHAS 150ML|28|283|556|13|13
50122407|AGUAS CEDRO ROSA 150ML|28|285|576|14|14
50122446|FRAGRANCIA MARACUTANGA 1002AA|0|1|1|0|0
50122484|EKOS HIDRATANTE DES REFRES PITANGA 400ML|0|446|907|40|40
50122485|EKOS RF HIDRAT DES REFRESC PITANGA 400ML|0|437|774|40|40
50122486|EKOS RF OLEO TRIF DES PITANGA AMAR 200ML|42|218|489|14|14
50122488|EKOS SAB MULTIP REFR PITANGA 4X100G|36|407|920|12|12
50122513|CT AGUAS COL JABUTICADA 150ML ARG MLF V2|0|1|1|1|1
50122519|CT FACES DES COL INFINIT 65ML ARG MLF V2|0|1|1|0|0
50122520|EKOS FRESCOR DES PITANGA AMARELA 150ML|28|345|611|19|19
50122533|Essencial Ex Fm Bombona Express Zenv Kg|170|1000|1000|164|164
50122534|Natura Humor Colonia No Ar Bombona Espress Zenv Kg|170|1000|1000|82|82
50122535|Natura Faces Superstilo Bombona Express Zenv Kg|170|1000|1000|55|60
50122536|Natura Humor 7 Colonia Bombona Express Zenv Kg|170|1000|1000|76|76
50122537|Natura Revelar  Bombona|170|1000|1000|0|0
50122538|Natura Faces Z Bombona Express Zenv Kg|170|1000|1000|59|59
50122539|Natura Biogr Col Sul Mc Bombona Express Zenv Kg|170|1000|1000|97|97
50122580|CT FACES DES COL INTENSA 65ML ARG MLF V2|0|1|1|0|0
50122581|CT FACES COL SUPERSTILO 65ML ARG MLF V2|0|1|1|0|0
50122582|CT FACES DES COL Z 65ML ARG MLF V2|0|1|1|0|0
